Dep,Nom Ville,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année,Nombre d habitants,Nom Département
nan,GABRIAC,0,0.0,1,0,12,12GABRIAC,12106,2016,0.0,0
nan,LAGUIOLE,0,1.0,0,0,12,12LAGUIOLE,12119,2016,0.0,0
nan,BELMONT SUR RANCE,0,0.0,0,0,12,12BELMONT SUR RANCE,12025,2016,0.0,0
nan,MILLAU,9,2.0,0,0,12,12MILLAU,12145,2016,0.0,0
nan,ONET LE CHATEAU,6,3.0,0,0,12,12ONET LE CHATEAU,12176,2016,0.0,0
nan,RODEZ,6,5.0,0,0,12,12RODEZ,12202,2016,0.0,0
nan,SAINT AFFRIQUE,4,2.0,0,0,12,12SAINT AFFRIQUE,12208,2016,0.0,0
nan,SAINT GEORGES DE LUZENCON,0,0.0,1,0,12,12SAINT GEORGES DE LUZENCON,12225,2016,0.0,0
nan,SAINTE JULIETTE SUR VIAUR,0,0.0,1,0,12,12SAINTE JULIETTE SUR VIAUR,12234,2016,0.0,0
nan,VILLEFRANCHE DE ROUERGUE,2,1.0,0,0,12,12VILLEFRANCHE DE ROUERGUE,12300,2016,0.0,0
Bouches-du-Rhône (13),AIX EN PROVENCE,97,55.0,0,3,13,13AIX EN PROVENCE,13001,2016,0.0,0
Marseille,ALLAUCH,19,9.0,0,0,13,13ALLAUCH,13002,2016,0.0,0
nan,ALLEINS,1,0.0,0,0,13,13ALLEINS,13003,2016,0.0,0
nan,ARLES,14,8.0,0,0,13,13ARLES,13004,2016,0.0,0
nan,AUBAGNE,38,23.0,0,0,13,13AUBAGNE,13005,2016,0.0,0
nan,AURIOL,9,4.0,0,0,13,13AURIOL,13007,2016,0.0,0
nan,BARBENTANE,2,0.0,0,0,13,13BARBENTANE,13010,2016,0.0,0
nan,BAUX DE PROVENCE,1,3.0,0,0,13,13BAUX DE PROVENCE,13011,2016,0.0,0
nan,BELCODENE,1,0.0,0,0,13,13BELCODENE,13013,2016,0.0,0
nan,BERRE L ETANG,22,4.0,0,0,13,13BERRE L ETANG,13014,2016,0.0,0
nan,BOUC BEL AIR,14,0.0,0,0,13,13BOUC BEL AIR,13015,2016,0.0,0
nan,BOUILLADISSE,5,1.0,0,0,13,13BOUILLADISSE,13016,2016,0.0,0
nan,BOULBON,1,0.0,0,0,13,13BOULBON,13017,2016,0.0,0
nan,CABANNES,3,0.0,0,0,13,13CABANNES,13018,2016,0.0,0
nan,CABRIES,6,1.0,2,0,13,13CABRIES,13019,2016,0.0,0
nan,CADOLIVE,1,0.0,0,0,13,13CADOLIVE,13020,2016,0.0,0
nan,CARNOUX EN PROVENCE,5,0.0,0,0,13,13CARNOUX EN PROVENCE,13119,2016,0.0,0
nan,CARRY LE ROUET,8,3.0,0,0,13,13CARRY LE ROUET,13021,2016,0.0,0
nan,CASSIS,20,17.0,1,0,13,13CASSIS,13022,2016,0.0,0
nan,CEYRESTE,5,0.0,0,0,13,13CEYRESTE,13023,2016,0.0,0
nan,CHARLEVAL,2,0.0,1,0,13,13CHARLEVAL,13024,2016,0.0,0
nan,CHATEAUNEUF LES MARTIGUES,25,7.0,0,0,13,13CHATEAUNEUF LES MARTIGUES,13026,2016,0.0,0
nan,CHATEAURENARD,11,7.0,0,0,13,13CHATEAURENARD,13027,2016,0.0,0
nan,CIOTAT,30,9.0,0,0,13,13CIOTAT,13028,2016,0.0,0
nan,CORNILLON CONFOUX,1,0.0,0,0,13,13CORNILLON CONFOUX,13029,2016,0.0,0
nan,COUDOUX,4,1.0,0,0,13,13COUDOUX,13118,2016,0.0,0
nan,CUGES LES PINS,3,2.0,0,0,13,13CUGES LES PINS,13030,2016,0.0,0
nan,DESTROUSSE,2,0.0,0,0,13,13DESTROUSSE,13031,2016,0.0,0
nan,EGUILLES,7,2.0,0,0,13,13EGUILLES,13032,2016,0.0,0
nan,ENSUES LA REDONNE,4,2.0,0,0,13,13ENSUES LA REDONNE,13033,2016,0.0,0
nan,EYGALIERES,1,1.0,0,0,13,13EYGALIERES,13034,2016,0.0,0
nan,EYGUIERES,5,1.0,0,0,13,13EYGUIERES,13035,2016,0.0,0
nan,EYRAGUES,3,1.0,0,0,13,13EYRAGUES,13036,2016,0.0,0
nan,FARE LES OLIVIERS,5,2.0,0,0,13,13FARE LES OLIVIERS,13037,2016,0.0,0
nan,FONTVIEILLE,2,1.0,0,0,13,13FONTVIEILLE,13038,2016,0.0,0
nan,FOS SUR MER,42,4.0,0,0,13,13FOS SUR MER,13039,2016,0.0,0
nan,FUVEAU,7,2.0,0,0,13,13FUVEAU,13040,2016,0.0,0
nan,GEMENOS,7,1.0,0,0,13,13GEMENOS,13042,2016,0.0,0
nan,GIGNAC LA NERTHE,11,3.0,0,0,13,13GIGNAC LA NERTHE,13043,2016,0.0,0
nan,GRANS,6,2.0,0,0,13,13GRANS,13044,2016,0.0,0
nan,GRAVESON,2,2.0,0,0,13,13GRAVESON,13045,2016,0.0,0
nan,GREASQUE,2,1.0,0,0,13,13GREASQUE,13046,2016,0.0,0
nan,JOUQUES,2,0.0,1,0,13,13JOUQUES,13048,2016,0.0,0
nan,LAMBESC,5,2.0,1,0,13,13LAMBESC,13050,2016,0.0,0
nan,MAILLANE,1,0.0,0,0,13,13MAILLANE,13052,2016,0.0,0
nan,MALLEMORT,4,2.0,0,0,13,13MALLEMORT,13053,2016,0.0,0
nan,MARIGNANE,38,8.0,1,0,13,13MARIGNANE,13054,2016,0.0,0
nan,MARSEILLE,426,47.0,0,0,13,13MARSEILLE,13055,2016,0.0,0
nan,MARTIGUES,44,7.0,0,0,13,13MARTIGUES,13056,2016,0.0,0
nan,MEYRARGUES,3,0.0,0,0,13,13MEYRARGUES,13059,2016,0.0,0
nan,MEYREUIL,5,1.0,0,0,13,13MEYREUIL,13060,2016,0.0,0
nan,MIMET,2,0.0,0,0,13,13MIMET,13062,2016,0.0,0
nan,MIRAMAS,33,11.0,0,0,13,13MIRAMAS,13063,2016,0.0,0
nan,MOLLEGES,1,0.0,0,0,13,13MOLLEGES,13064,2016,0.0,0
nan,MOURIES,2,0.0,0,0,13,13MOURIES,13065,2016,0.0,0
nan,NOVES,5,0.0,0,0,13,13NOVES,13066,2016,0.0,0
nan,ORGON,3,0.0,0,0,13,13ORGON,13067,2016,0.0,0
nan,PELISSANNE,4,3.0,0,0,13,13PELISSANNE,13069,2016,0.0,0
nan,PENNE SUR HUVEAUNE,5,3.0,0,0,13,13PENNE SUR HUVEAUNE,13070,2016,0.0,0
nan,PENNES MIRABEAU,31,8.0,0,0,13,13PENNES MIRABEAU,13071,2016,0.0,0
nan,PEYNIER,2,1.0,0,0,13,13PEYNIER,13072,2016,0.0,0
nan,PEYPIN,1,3.0,0,0,13,13PEYPIN,13073,2016,0.0,0
nan,PEYROLLES EN PROVENCE,3,0.0,0,0,13,13PEYROLLES EN PROVENCE,13074,2016,0.0,0
nan,PLAN DE CUQUES,4,3.0,1,0,13,13PLAN DE CUQUES,13075,2016,0.0,0
nan,PLAN D ORGON,3,1.0,0,0,13,13PLAN D ORGON,13076,2016,0.0,0
nan,PORT DE BOUC,7,1.0,0,0,13,13PORT DE BOUC,13077,2016,0.0,0
nan,PORT SAINT LOUIS DU RHONE,0,0.0,0,0,13,13PORT SAINT LOUIS DU RHONE,13078,2016,0.0,0
nan,PUY SAINTE REPARADE,4,0.0,0,0,13,13PUY SAINTE REPARADE,13080,2016,0.0,0
nan,ROGNAC,19,4.0,1,0,13,13ROGNAC,13081,2016,0.0,0
nan,ROGNES,4,0.0,0,0,13,13ROGNES,13082,2016,0.0,0
nan,ROGNONAS,2,1.0,0,0,13,13ROGNONAS,13083,2016,0.0,0
nan,ROQUE D ANTHERON,4,2.0,0,0,13,13ROQUE D ANTHERON,13084,2016,0.0,0
nan,ROQUEFORT LA BEDOULE,5,0.0,0,0,13,13ROQUEFORT LA BEDOULE,13085,2016,0.0,0
nan,ROQUEVAIRE,10,2.0,0,0,13,13ROQUEVAIRE,13086,2016,0.0,0
nan,ROUSSET,8,3.0,0,0,13,13ROUSSET,13087,2016,0.0,0
nan,ROVE,5,1.0,0,0,13,13ROVE,13088,2016,0.0,0
nan,SAINT ANDIOL,2,1.0,0,0,13,13SAINT ANDIOL,13089,2016,0.0,0
nan,SAINT CANNAT,5,1.0,0,0,13,13SAINT CANNAT,13091,2016,0.0,0
nan,SAINT CHAMAS,6,2.0,1,0,13,13SAINT CHAMAS,13092,2016,0.0,0
nan,SAINT ETIENNE DU GRES,2,0.0,0,0,13,13SAINT ETIENNE DU GRES,13094,2016,0.0,0
nan,SAINT MARC JAUMEGARDE,1,0.0,0,0,13,13SAINT MARC JAUMEGARDE,13095,2016,0.0,0
nan,SAINT MARTIN DE CRAU,13,4.0,0,0,13,13SAINT MARTIN DE CRAU,13097,2016,0.0,0
nan,SAINT MITRE LES REMPARTS,4,1.0,0,0,13,13SAINT MITRE LES REMPARTS,13098,2016,0.0,0
nan,SAINT REMY DE PROVENCE,12,6.0,1,0,13,13SAINT REMY DE PROVENCE,13100,2016,0.0,0
nan,SAINT SAVOURNIN,1,0.0,0,0,13,13SAINT SAVOURNIN,13101,2016,0.0,0
nan,SAINT VICTORET,2,15.0,0,0,13,13SAINT VICTORET,13102,2016,0.0,0
nan,SALON DE PROVENCE,49,7.0,0,3,13,13SALON DE PROVENCE,13103,2016,0.0,0
nan,SAUSSET LES PINS,12,0.0,0,0,13,13SAUSSET LES PINS,13104,2016,0.0,0
nan,SENAS,8,0.0,0,0,13,13SENAS,13105,2016,0.0,0
nan,SEPTEMES LES VALLONS,8,1.0,0,0,13,13SEPTEMES LES VALLONS,13106,2016,0.0,0
nan,SIMIANE COLLONGUE,7,0.0,0,0,13,13SIMIANE COLLONGUE,13107,2016,0.0,0
nan,TARASCON,11,6.0,0,0,13,13TARASCON,13108,2016,0.0,0
nan,THOLONET,1,1.0,0,0,13,13THOLONET,13109,2016,0.0,0
nan,TRETS,5,4.0,0,0,13,13TRETS,13110,2016,0.0,0
nan,VELAUX,6,2.0,0,0,13,13VELAUX,13112,2016,0.0,0
nan,VENELLES,8,4.0,0,0,13,13VENELLES,13113,2016,0.0,0
nan,VENTABREN,1,2.0,2,0,13,13VENTABREN,13114,2016,0.0,0
nan,VERNEGUES,0,0.0,0,0,13,13VERNEGUES,13115,2016,0.0,0
nan,BAYEUX,8,4.0,0,0,14,14BAYEUX,14047,2016,0.0,0
nan,BERNIERES SUR MER,1,0.0,0,0,14,14BERNIERES SUR MER,14066,2016,0.0,0
nan,BLAINVILLE SUR ORNE,4,0.0,0,0,14,14BLAINVILLE SUR ORNE,14076,2016,0.0,0
nan,BLONVILLE SUR MER,1,0.0,0,0,14,14BLONVILLE SUR MER,14079,2016,0.0,0
nan,BRETTEVILLE SUR ODON,0,1.0,0,0,14,14BRETTEVILLE SUR ODON,14101,2016,0.0,0
nan,CABOURG,4,1.0,0,0,14,14CABOURG,14117,2016,0.0,0
nan,CAEN,58,39.0,0,0,14,14CAEN,14118,2016,0.0,0
nan,CARPIQUET,1,0.0,0,0,14,14CARPIQUET,14137,2016,0.0,0
nan,COLOMBELLES,3,0.0,0,0,14,14COLOMBELLES,14167,2016,0.0,0
nan,CORMELLES LE ROYAL,3,0.0,0,0,14,14CORMELLES LE ROYAL,14181,2016,0.0,0
nan,COURSEULLES SUR MER,2,0.0,0,0,14,14COURSEULLES SUR MER,14191,2016,0.0,0
nan,CREULLY SUR SEULLES,1,0.0,0,0,14,14CREULLY SUR SEULLES,14200,2016,0.0,0
nan,CUVERVILLE,0,0.0,1,0,14,14CUVERVILLE,14215,2016,0.0,0
nan,DEAUVILLE,8,2.0,0,0,14,14DEAUVILLE,14220,2016,0.0,0
nan,DEMOUVILLE,1,1.0,0,0,14,14DEMOUVILLE,14221,2016,0.0,0
nan,DOUVRES LA DELIVRANDE,2,0.0,0,0,14,14DOUVRES LA DELIVRANDE,14228,2016,0.0,0
nan,EPRON,0,1.0,0,0,14,14EPRON,14242,2016,0.0,0
nan,FALAISE,4,1.0,0,0,14,14FALAISE,14258,2016,0.0,0
nan,GIBERVILLE,2,0.0,0,0,14,14GIBERVILLE,14301,2016,0.0,0
nan,GOUVIX,0,0.0,1,0,14,14GOUVIX,14309,2016,0.0,0
nan,GRANDCAMP MAISY,1,0.0,0,0,14,14GRANDCAMP MAISY,14312,2016,0.0,0
nan,HERMANVILLE SUR MER,1,0.0,0,0,14,14HERMANVILLE SUR MER,14325,2016,0.0,0
nan,HEROUVILLE SAINT CLAIR,11,0.0,0,0,14,14HEROUVILLE SAINT CLAIR,14327,2016,0.0,0
nan,HONFLEUR,3,5.0,0,0,14,14HONFLEUR,14333,2016,0.0,0
nan,HOULGATE,0,2.0,1,0,14,14HOULGATE,14338,2016,0.0,0
nan,IFS,6,0.0,0,0,14,14IFS,14341,2016,0.0,0
nan,ISIGNY SUR MER,1,1.0,0,0,14,14ISIGNY SUR MER,14342,2016,0.0,0
nan,LANGRUNE SUR MER,1,0.0,0,0,14,14LANGRUNE SUR MER,14354,2016,0.0,0
nan,RIVIERE SAINT SAUVEUR,2,0.0,0,0,14,14RIVIERE SAINT SAUVEUR,14536,2016,0.0,0
nan,MOLAY LITTRY,1,1.0,0,0,14,14MOLAY LITTRY,14370,2016,0.0,0
nan,LION SUR MER,1,0.0,0,0,14,14LION SUR MER,14365,2016,0.0,0
nan,LISIEUX,0,5.0,0,0,14,14LISIEUX,14366,2016,0.0,0
nan,LIVAROT PAYS D AUGE,1,0.0,0,0,14,14LIVAROT PAYS D AUGE,14371,2016,0.0,0
nan,LUC SUR MER,1,0.0,0,0,14,14LUC SUR MER,14384,2016,0.0,0
nan,MEZIDON VALLEE D AUGE,2,0.0,1,0,14,14MEZIDON VALLEE D AUGE,14431,2016,0.0,0
nan,MONDEVILLE,5,0.0,0,0,14,14MONDEVILLE,14437,2016,0.0,0
nan,PONT L EVEQUE,1,2.0,0,0,14,14PONT L EVEQUE,14514,2016,0.0,0
nan,POTIGNY,0,0.0,1,0,14,14POTIGNY,14516,2016,0.0,0
nan,PORT EN BESSIN HUPPAIN,1,0.0,0,0,14,14PORT EN BESSIN HUPPAIN,14515,2016,0.0,0
nan,RANVILLE,0,8.0,0,0,14,14RANVILLE,14530,2016,0.0,0
nan,ROTS,0,1.0,0,0,14,14ROTS,14543,2016,0.0,0
nan,SAINT AUBIN SUR MER,1,0.0,0,0,14,14SAINT AUBIN SUR MER,14562,2016,0.0,0
nan,SAINT MANVIEU NORREY,0,1.0,0,0,14,14SAINT MANVIEU NORREY,14610,2016,0.0,0
nan,SOULEUVRE EN BOCAGE,0,0.0,1,0,14,14SOULEUVRE EN BOCAGE,14061,2016,0.0,0
nan,THUE ET MUE,0,1.0,0,0,14,14THUE ET MUE,14098,2016,0.0,0
nan,TREVIERES,0,0.0,1,0,14,14TREVIERES,14711,2016,0.0,0
nan,VER SUR MER,0,1.0,0,0,14,14VER SUR MER,14739,2016,0.0,0
nan,VERSON,2,1.0,0,0,14,14VERSON,14738,2016,0.0,0
nan,VILLERS SUR MER,2,1.0,0,0,14,14VILLERS SUR MER,14754,2016,0.0,0
nan,VIRE NORMANDIE,0,1.0,0,0,14,14VIRE NORMANDIE,14762,2016,0.0,0
Cantal (15),AURILLAC,5,3.0,0,0,15,15AURILLAC,15014,2016,0.0,0
Charente (16),ANGOULEME,22,9.0,0,0,16,16ANGOULEME,16015,2016,0.0,0
nan,COGNAC,14,2.0,0,0,16,16COGNAC,16102,2016,0.0,0
nan,COURONNE,1,0.0,0,0,16,16COURONNE,16113,2016,0.0,0
nan,GOND PONTOUVRE,1,0.0,0,0,16,16GOND PONTOUVRE,16154,2016,0.0,0
nan,ISLE D ESPAGNAC,1,0.0,0,0,16,16ISLE D ESPAGNAC,16166,2016,0.0,0
nan,JARNAC,2,0.0,0,0,16,16JARNAC,16167,2016,0.0,0
nan,NERSAC,2,0.0,0,0,16,16NERSAC,16244,2016,0.0,0
nan,RUELLE SUR TOUVRE,1,0.0,0,0,16,16RUELLE SUR TOUVRE,16291,2016,0.0,0
nan,RUFFEC,2,0.0,0,0,16,16RUFFEC,16292,2016,0.0,0
nan,SEGONZAC,1,0.0,0,0,16,16SEGONZAC,16366,2016,0.0,0
nan,SOYAUX,5,0.0,0,0,16,16SOYAUX,16374,2016,0.0,0
nan,SAINT YRIEIX SUR CHARENTE,2,0.0,0,0,16,16SAINT YRIEIX SUR CHARENTE,16358,2016,0.0,0
nan,VARS,1,0.0,0,0,16,16VARS,16393,2016,0.0,0
Charente-Maritime (17),AIGREFEUILLE D AUNIS,2,0.0,0,0,17,17AIGREFEUILLE D AUNIS,17003,2016,0.0,0
nan,ANGOULINS,0,0.0,1,0,17,17ANGOULINS,17010,2016,0.0,0
La Rochelle,ARS EN RE,2,0.0,0,0,17,17ARS EN RE,17019,2016,0.0,0
nan,ARVERT,1,0.0,0,0,17,17ARVERT,17021,2016,0.0,0
nan,AYTRE,4,0.0,0,0,17,17AYTRE,17028,2016,0.0,0
nan,BERNAY SAINT MARTIN,0,0.0,1,0,17,17BERNAY SAINT MARTIN,17043,2016,0.0,0
nan,BREUILLET,2,0.0,0,0,17,17BREUILLET,17064,2016,0.0,0
nan,CABARIOT,0,0.0,1,0,17,17CABARIOT,17075,2016,0.0,0
nan,CHANIERS,1,0.0,0,0,17,17CHANIERS,17086,2016,0.0,0
nan,COZES,0,0.0,1,0,17,17COZES,17131,2016,0.0,0
nan,DOLUS D OLERON,2,0.0,0,0,17,17DOLUS D OLERON,17140,2016,0.0,0
nan,DOMPIERRE SUR MER,2,0.0,0,0,17,17DOMPIERRE SUR MER,17142,2016,0.0,0
nan,ETAULES,0,0.0,1,0,17,17ETAULES,17155,2016,0.0,0
nan,JONZAC,2,0.0,0,0,17,17JONZAC,17197,2016,0.0,0
nan,COUARDE SUR MER,1,0.0,0,0,17,17COUARDE SUR MER,17121,2016,0.0,0
nan,JARNE,2,0.0,0,0,17,17JARNE,17193,2016,0.0,0
nan,BOIS PLAGE EN RE,2,0.0,0,0,17,17BOIS PLAGE EN RE,17051,2016,0.0,0
nan,GUA,1,0.0,0,0,17,17GUA,17185,2016,0.0,0
nan,PORTES EN RE,4,0.0,0,0,17,17PORTES EN RE,17286,2016,0.0,0
nan,MARANS,3,0.0,0,0,17,17MARANS,17218,2016,0.0,0
nan,MARENNES,2,0.0,0,0,17,17MARENNES,17219,2016,0.0,0
nan,MATHA,1,0.0,0,0,17,17MATHA,17224,2016,0.0,0
nan,MEDIS,1,0.0,0,0,17,17MEDIS,17228,2016,0.0,0
nan,MESCHERS SUR GIRONDE,3,0.0,0,0,17,17MESCHERS SUR GIRONDE,17230,2016,0.0,0
nan,MONTENDRE,2,0.0,0,0,17,17MONTENDRE,17240,2016,0.0,0
nan,NIEUL SUR MER,1,0.0,0,0,17,17NIEUL SUR MER,17264,2016,0.0,0
nan,PERIGNY,2,0.0,0,0,17,17PERIGNY,17274,2016,0.0,0
nan,PONS,1,0.0,1,0,17,17PONS,17283,2016,0.0,0
nan,PORT D ENVAUX,0,0.0,1,0,17,17PORT D ENVAUX,17285,2016,0.0,0
nan,PUILBOREAU,2,0.0,0,0,17,17PUILBOREAU,17291,2016,0.0,0
nan,ROCHEFORT,5,0.0,0,0,17,17ROCHEFORT,17299,2016,0.0,0
nan,RIVEDOUX PLAGE,1,0.0,0,0,17,17RIVEDOUX PLAGE,17297,2016,0.0,0
nan,ROYAN,21,0.0,0,0,17,17ROYAN,17306,2016,0.0,0
nan,SAINTES,13,0.0,1,0,17,17SAINTES,17415,2016,0.0,0
nan,SAINT AUGUSTIN,0,0.0,1,0,17,17SAINT AUGUSTIN,17311,2016,0.0,0
nan,SAINT DENIS D OLERON,1,0.0,1,0,17,17SAINT DENIS D OLERON,17323,2016,0.0,0
nan,SAINT GEORGES DE DIDONNE,5,0.0,0,0,17,17SAINT GEORGES DE DIDONNE,17333,2016,0.0,0
nan,SAINT GEORGES D OLERON,2,0.0,0,0,17,17SAINT GEORGES D OLERON,17337,2016,0.0,0
nan,SAINT JEAN D ANGELY,5,0.0,0,0,17,17SAINT JEAN D ANGELY,17347,2016,0.0,0
nan,SAINT MARTIN DE RE,2,0.0,0,0,17,17SAINT MARTIN DE RE,17369,2016,0.0,0
nan,SAINT PIERRE D OLERON,2,0.0,0,0,17,17SAINT PIERRE D OLERON,17385,2016,0.0,0
nan,SAINT ROGATIEN,1,0.0,0,0,17,17SAINT ROGATIEN,17391,2016,0.0,0
nan,SAINT SULPICE DE ROYAN,2,0.0,0,0,17,17SAINT SULPICE DE ROYAN,17409,2016,0.0,0
nan,SAINT TROJAN LES BAINS,1,0.0,0,0,17,17SAINT TROJAN LES BAINS,17411,2016,0.0,0
nan,SAUJON,4,0.0,0,0,17,17SAUJON,17421,2016,0.0,0
nan,SURGERES,2,0.0,0,0,17,17SURGERES,17434,2016,0.0,0
nan,YVES,0,0.0,1,0,17,17YVES,17483,2016,0.0,0
Cher (18),AUBIGNY SUR NERE,3,2.0,0,0,18,18AUBIGNY SUR NERE,18015,2016,0.0,0
Bourges,BOURGES,26,29.0,1,1,18,18BOURGES,18033,2016,0.0,0
nan,CHAPELLE SAINT URSIN,1,0.0,0,0,18,18CHAPELLE SAINT URSIN,18050,2016,0.0,0
nan,DUN SUR AURON,1,0.0,0,0,18,18DUN SUR AURON,18087,2016,0.0,0
nan,GUERCHE SUR L AUBOIS,1,0.0,0,0,18,18GUERCHE SUR L AUBOIS,18108,2016,0.0,0
nan,MARMAGNE,1,0.0,0,0,18,18MARMAGNE,18138,2016,0.0,0
nan,MEHUN SUR YEVRE,2,2.0,0,0,18,18MEHUN SUR YEVRE,18141,2016,0.0,0
nan,MENETOU SALON,1,0.0,0,0,18,18MENETOU SALON,18145,2016,0.0,0
nan,SAINT AMAND MONTROND,4,4.0,0,0,18,18SAINT AMAND MONTROND,18197,2016,0.0,0
nan,SAINT DOULCHARD,1,0.0,0,0,18,18SAINT DOULCHARD,18205,2016,0.0,0
Côte-d'Or (21),AUXONNE,4,0.0,0,0,21,21AUXONNE,21038,2016,0.0,0
nan,BEAUNE,7,2.0,0,0,21,21BEAUNE,21054,2016,0.0,0
Dijon,BRAZEY EN PLAINE,1,0.0,0,0,21,21BRAZEY EN PLAINE,21103,2016,0.0,0
nan,CHATILLON SUR SEINE,1,0.0,0,0,21,21CHATILLON SUR SEINE,21154,2016,0.0,0
nan,CHENOVE,5,1.0,0,0,21,21CHENOVE,21166,2016,0.0,0
nan,CHEVIGNY SAINT SAUVEUR,2,0.0,0,0,21,21CHEVIGNY SAINT SAUVEUR,21171,2016,0.0,0
nan,IS SUR TILLE,1,1.0,0,0,21,21IS SUR TILLE,21317,2016,0.0,0
nan,LONGVIC,4,0.0,0,0,21,21LONGVIC,21355,2016,0.0,0
nan,MARSANNAY LA COTE,2,0.0,0,0,21,21MARSANNAY LA COTE,21390,2016,0.0,0
nan,MONTBARD,2,0.0,0,0,21,21MONTBARD,21425,2016,0.0,0
nan,NOLAY,1,0.0,0,0,21,21NOLAY,21461,2016,0.0,0
nan,NUITS SAINT GEORGES,3,1.0,0,0,21,21NUITS SAINT GEORGES,21464,2016,0.0,0
nan,PERRIGNY LES DIJON,1,0.0,0,0,21,21PERRIGNY LES DIJON,21481,2016,0.0,0
nan,PLOMBIERES LES DIJON,1,0.0,1,0,21,21PLOMBIERES LES DIJON,21485,2016,0.0,0
nan,QUETIGNY,4,0.0,0,0,21,21QUETIGNY,21515,2016,0.0,0
nan,SAINT APOLLINAIRE,3,0.0,0,0,21,21SAINT APOLLINAIRE,21540,2016,0.0,0
nan,SAINT JEAN DE LOSNE,1,0.0,0,0,21,21SAINT JEAN DE LOSNE,21554,2016,0.0,0
nan,SAINT USAGE,1,0.0,0,0,21,21SAINT USAGE,21577,2016,0.0,0
nan,SEMUR EN AUXOIS,4,1.0,0,0,21,21SEMUR EN AUXOIS,21603,2016,0.0,0
nan,SEURRE,1,0.0,0,0,21,21SEURRE,21607,2016,0.0,0
nan,TALANT,2,0.0,0,0,21,21TALANT,21617,2016,0.0,0
nan,DINAN,5,2.0,0,0,22,22DINAN,22050,2016,0.0,0
nan,ERQUY,1,1.0,0,0,22,22ERQUY,22054,2016,0.0,0
nan,HILLION,1,0.0,0,0,22,22HILLION,22081,2016,0.0,0
nan,LAMBALLE,4,1.0,0,0,22,22LAMBALLE,22093,2016,0.0,0
nan,LANGUEUX,1,0.0,0,0,22,22LANGUEUX,22106,2016,0.0,0
nan,LANNION,4,0.0,0,0,22,22LANNION,22113,2016,0.0,0
nan,LOUDEAC,5,1.0,0,0,22,22LOUDEAC,22136,2016,0.0,0
nan,MERDRIGNAC,1,0.0,0,0,22,22MERDRIGNAC,22147,2016,0.0,0
nan,PAIMPOL,5,1.0,0,0,22,22PAIMPOL,22162,2016,0.0,0
nan,PENVENAN,0,1.0,0,0,22,22PENVENAN,22166,2016,0.0,0
nan,PERROS GUIREC,2,6.0,0,0,22,22PERROS GUIREC,22168,2016,0.0,0
nan,PLERIN,3,0.0,0,0,22,22PLERIN,22187,2016,0.0,0
nan,PLOUBAZLANEC,1,0.0,0,0,22,22PLOUBAZLANEC,22210,2016,0.0,0
nan,PLOUEZEC,1,0.0,0,0,22,22PLOUEZEC,22214,2016,0.0,0
nan,PLOUFRAGAN,2,0.0,0,0,22,22PLOUFRAGAN,22215,2016,0.0,0
nan,PLOUGRESCANT,0,2.0,0,0,22,22PLOUGRESCANT,22218,2016,0.0,0
nan,PLOUHA,0,1.0,0,0,22,22PLOUHA,22222,2016,0.0,0
nan,PORDIC,2,0.0,0,0,22,22PORDIC,22251,2016,0.0,0
nan,QUINTIN,1,0.0,0,0,22,22QUINTIN,22262,2016,0.0,0
nan,SAINT BRIEUC,19,6.0,0,0,22,22SAINT BRIEUC,22278,2016,0.0,0
nan,SAINT JACUT DE LA MER,1,0.0,0,0,22,22SAINT JACUT DE LA MER,22302,2016,0.0,0
nan,SAINT QUAY PORTRIEUX,2,0.0,0,0,22,22SAINT QUAY PORTRIEUX,22325,2016,0.0,0
nan,TREBEURDEN,1,2.0,0,0,22,22TREBEURDEN,22343,2016,0.0,0
nan,TREGASTEL,1,0.0,0,0,22,22TREGASTEL,22353,2016,0.0,0
nan,YFFINIAC,1,0.0,0,0,22,22YFFINIAC,22389,2016,0.0,0
Dordogne (24),BERGERAC,17,4.0,0,0,24,24BERGERAC,24037,2016,0.0,0
Périgueux,BEYNAC ET CAZENAC,0,1.0,0,0,24,24BEYNAC ET CAZENAC,24040,2016,0.0,0
nan,BOULAZAC ISLE MANOIRE,0,0.0,1,0,24,24BOULAZAC ISLE MANOIRE,24053,2016,0.0,0
nan,BRANTOME EN PERIGORD,0,0.0,1,0,24,24BRANTOME EN PERIGORD,24064,2016,0.0,0
nan,CASTELNAUD LA CHAPELLE,0,1.0,0,0,24,24CASTELNAUD LA CHAPELLE,24086,2016,0.0,0
nan,EXCIDEUIL,1,0.0,0,0,24,24EXCIDEUIL,24164,2016,0.0,0
nan,LALINDE,1,0.0,0,0,24,24LALINDE,24223,2016,0.0,0
nan,ROQUE GAGEAC,0,2.0,0,0,24,24ROQUE GAGEAC,24355,2016,0.0,0
nan,BUGUE,1,0.0,0,0,24,24BUGUE,24067,2016,0.0,0
nan,LARDIN SAINT LAZARE,1,0.0,0,0,24,24LARDIN SAINT LAZARE,24229,2016,0.0,0
nan,MONTPON MENESTEROL,0,1.0,1,0,24,24MONTPON MENESTEROL,24294,2016,0.0,0
nan,MUSSIDAN,0,0.0,1,0,24,24MUSSIDAN,24299,2016,0.0,0
nan,NONTRON,0,1.0,0,0,24,24NONTRON,24311,2016,0.0,0
